Trial,Agent,Matched_Partner,Stability,Efficiency,Matched_Company,Result_Rank
1,Seeker_A,Company_B,False,False,Company_B,3
1,Seeker_B,Company_C,False,False,Company_C,5
1,Seeker_C,Company_A,False,False,Company_A,4
1,Seeker_D,Company_D,False,False,Company_D,1
1,Seeker_E,Company_E,False,False,Company_E,2
2,Seeker_A,Company_A,False,False,Company_A,2
2,Seeker_B,Company_B,False,False,Company_B,3
2,Seeker_C,Unmatched,False,False,Unmatched,-
2,Seeker_D,Company_D,False,False,Company_D,1
2,Seeker_E,Company_E,False,False,Company_E,2
3,Seeker_A,Company_B,False,False,Company_B,3
3,Seeker_B,Company_C,False,False,Company_C,5
3,Seeker_C,Company_A,False,False,Company_A,4
3,Seeker_D,Company_D,False,False,Company_D,1
3,Seeker_E,Company_E,False,False,Company_E,2
4,Seeker_A,Company_B,False,False,Company_B,3
4,Seeker_B,Company_C,False,False,Company_C,5
4,Seeker_C,Company_A,False,False,Company_A,4
4,Seeker_D,Company_D,False,False,Company_D,1
4,Seeker_E,Company_E,False,False,Company_E,2
5,Seeker_A,Company_B,False,True,Company_B,3
5,Seeker_B,Company_E,False,True,Company_E,1
5,Seeker_C,Company_A,False,True,Company_A,4
5,Seeker_D,Company_D,False,True,Company_D,1
5,Seeker_E,Company_C,False,True,Company_C,3
6,Seeker_A,Company_B,False,False,Company_B,3
6,Seeker_B,Company_C,False,False,Company_C,5
6,Seeker_C,Company_A,False,False,Company_A,4
6,Seeker_D,Company_D,False,False,Company_D,1
6,Seeker_E,Company_E,False,False,Company_E,2
7,Seeker_A,Company_B,False,False,Company_B,3
7,Seeker_B,Company_C,False,False,Company_C,5
7,Seeker_C,Company_A,False,False,Company_A,4
7,Seeker_D,Company_D,False,False,Company_D,1
7,Seeker_E,Company_E,False,False,Company_E,2
8,Seeker_A,Company_B,False,False,Company_B,3
8,Seeker_B,Unmatched,False,False,Unmatched,-
8,Seeker_C,Company_A,False,False,Company_A,4
8,Seeker_D,Company_D,False,False,Company_D,1
8,Seeker_E,Company_C,False,False,Company_C,3
9,Seeker_A,Company_B,False,False,Company_B,3
9,Seeker_B,Company_C,False,False,Company_C,5
9,Seeker_C,Company_A,False,False,Company_A,4
9,Seeker_D,Company_D,False,False,Company_D,1
9,Seeker_E,Company_E,False,False,Company_E,2
10,Seeker_A,Company_B,False,False,Company_B,3
10,Seeker_B,Company_C,False,False,Company_C,5
10,Seeker_C,Company_A,False,False,Company_A,4
10,Seeker_D,Company_D,False,False,Company_D,1
10,Seeker_E,Company_E,False,False,Company_E,2
11,Seeker_A,Company_C,False,False,Company_C,5
11,Seeker_B,Company_B,False,False,Company_B,3
11,Seeker_C,Company_A,False,False,Company_A,4
11,Seeker_D,Company_D,False,False,Company_D,1
11,Seeker_E,Company_E,False,False,Company_E,2
12,Seeker_A,Company_B,False,False,Company_B,3
12,Seeker_B,Company_C,False,False,Company_C,5
12,Seeker_C,Company_A,False,False,Company_A,4
12,Seeker_D,Company_D,False,False,Company_D,1
12,Seeker_E,Company_E,False,False,Company_E,2
13,Seeker_A,Company_B,False,False,Company_B,3
13,Seeker_B,Company_C,False,False,Company_C,5
13,Seeker_C,Company_A,False,False,Company_A,4
13,Seeker_D,Company_D,False,False,Company_D,1
13,Seeker_E,Company_E,False,False,Company_E,2
14,Seeker_A,Company_A,False,False,Company_A,2
14,Seeker_B,Company_C,False,False,Company_C,5
14,Seeker_C,Unmatched,False,False,Unmatched,-
14,Seeker_D,Company_B,False,False,Company_B,2
14,Seeker_E,Company_D,False,False,Company_D,1
15,Seeker_A,Company_A,False,False,Company_A,2
15,Seeker_B,Company_C,False,False,Company_C,5
15,Seeker_C,Company_B,False,False,Company_B,5
15,Seeker_D,Company_D,False,False,Company_D,1
15,Seeker_E,Company_E,False,False,Company_E,2
16,Seeker_A,Company_C,False,False,Company_C,5
16,Seeker_B,Company_B,False,False,Company_B,3
16,Seeker_C,Company_A,False,False,Company_A,4
16,Seeker_D,Company_D,False,False,Company_D,1
16,Seeker_E,Company_E,False,False,Company_E,2
17,Seeker_A,Company_B,False,False,Company_B,3
17,Seeker_B,Unmatched,False,False,Unmatched,-
17,Seeker_C,Company_A,False,False,Company_A,4
17,Seeker_D,Company_D,False,False,Company_D,1
17,Seeker_E,Company_E,False,False,Company_E,2
18,Seeker_A,Company_A,True,True,Company_A,2
18,Seeker_B,Company_B,True,True,Company_B,3
18,Seeker_C,Company_C,True,True,Company_C,2
18,Seeker_D,Company_D,True,True,Company_D,1
18,Seeker_E,Company_E,True,True,Company_E,2
19,Seeker_A,Company_B,False,False,Company_B,3
19,Seeker_B,Unmatched,False,False,Unmatched,-
19,Seeker_C,Company_A,False,False,Company_A,4
19,Seeker_D,Company_D,False,False,Company_D,1
19,Seeker_E,Company_E,False,False,Company_E,2
20,Seeker_A,Company_B,False,False,Company_B,3
20,Seeker_B,Company_C,False,False,Company_C,5
